countryCode,name,wikidataID,gender,twitterScreenname,twitterID,positionHeld,group,groupFromState
CA,David Yurdiga,http://www.wikidata.org/entity/Q17513253,male,davidyurdiga,2285856702,member of the House of Commons of Canada,Conservative Party of Canada,Conservative Party of Canada
CA,Peter Fragiskatos,http://www.wikidata.org/entity/Q21642488,male,pfragiskatos,593944500,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Sean Fraser,http://www.wikidata.org/entity/Q21642492,male,seanfrasermp,1072270926,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Ken Hardie,http://www.wikidata.org/entity/Q22004772,male,kenhardie,3358671,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Angelo Iacono,http://www.wikidata.org/entity/Q22080847,male,angeloiacono,991710411945857024,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Terry Sheehan,http://www.wikidata.org/entity/Q22096449,male,terrysheehanmp,3363252329,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Bernadette Jordan,http://www.wikidata.org/entity/Q22278440,female,bernjordanmp,2729561810,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Sonia Sidhu,http://www.wikidata.org/entity/Q22770988,female,sonialiberal,3188558830,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Bernard Généreux,http://www.wikidata.org/entity/Q2898026,male,genereuxbernard,3136229996,member of the House of Commons of Canada,Conservative Party of Canada,Conservative Party of Canada
CA,Bruce Stanton,http://www.wikidata.org/entity/Q2926478,male,bruce_stanton,272183541,member of the House of Commons of Canada,Conservative Party of Canada,Conservative Party of Canada
CA,Candice Bergen,http://www.wikidata.org/entity/Q2936261,female,candicebergenmp,833988769,member of the House of Commons of Canada,Conservative Party of Canada,Conservative Party of Canada
CA,Earl Dreeshen,http://www.wikidata.org/entity/Q3046379,male,earl_dreeshen,272617171,member of the House of Commons of Canada,Conservative Party of Canada,Conservative Party of Canada
CA,Mark Holland,http://www.wikidata.org/entity/Q3294109,male,markhollandlib,85428184,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
