Title,twitter,Ideology,URL,URL Reconstruct,URL Redirect Reconstruct,Location,Parent,Parent URL,Parent Country
Ryan Young,regoftheday,Right,http://cei.org,cei.org,cei.org,"Chicago, IL",Competitive Enterprise Institute,https://cei.org/,United States
Concerned Women for America LAC,cwfora,Extreme-right,https://concernedwomen.org,concernedwomen.org,concernedwomen.org,Washington. DC,Concerned Women for America,https://concernedwomen.org/blog/,United States
Conservapedia,tweeppl,Extreme-right,http://www.conservapedia.com,conservapedia,conservapedia,Arizona,Conservapedia,https://www.conservapedia.com,United States
Conservapedia,conservapediapr,Extreme-right,http://www.conservapedia.com,conservapedia,conservapedia,United States of America,Conservapedia,https://www.conservapedia.com,United States
Conservapedia,conservapedia01,Extreme-right,https://conservapedia.com/main_page,conservapedia,conservapedia,United States of America,Conservapedia,https://www.conservapedia.com,United States
Conservative Byte,conservativebyt,Extreme-right,http://conservativebyte.com,conservativebyte,conservativebyte,,Conservative Byte,http://conservativebyte.com,Unknown
Conservative Daily News,cdnnow,Extreme-right,https://www.conservativedailynews.com,conservativedailynews,conservativedailynews,USA,Conservative Daily News,https://www.conservativedailynews.com/,United States
Conservative Patriot,co_firing_line,Extreme-right,http://www.conservativefiringline.com,conservativefiringline,conservativefiringline,,Conservative Firing Line,http://conservativefiringline.com/,United States
Conservative Playlist,conservativepl1,Extreme-right,https://conservativeplaylist.com,conservativeplaylist,conservativeplaylist,,Conservative Playlist,https://conservativeplaylist.com/,United States
Conservative Post,conservativepst,Extreme-right,http://conservativepost.com,conservativepost,conservativepost,"Dallas,TX",Conservative Post,https://conservativepost.com,United States
Conservative Tribune,conserv_tribune,Extreme-right,https://www.westernjournal.com/ct/,westernjournal,westernjournal,United States,Conservative Tribune,https://www.westernjournal.com/ct/,United States
@Constative,constative1,Center-right,http://constative.com,constative,constative,United States,Constative,https://constative.com/,Unknown
Constative,fbmtdspaulko,Center-right,https://constative.com/,constative,constative,,Constative,https://constative.com/,Unknown
Corona Transition,coronaupdate13,Right,http://corona-transition.org,corona-transition.org,corona-transition.org,,Corona Transition,https://corona-transition.org/,Switzerland
CNI,fixmidepolicy,Center-left,http://www.councilforthenationalinterest.org,councilforthenationalinterest.org,councilforthenationalinterest.org,"Washington, DC",Council for the National Interest,https://councilforthenationalinterest.org/,United States
Daily Mail Online,mailonline,Right,http://www.dailymail.co.uk,dailymail.co.uk,dailymail.co.uk,,Daily Mail,https://www.dailymail.co.uk,United Kingdom
Daily Mail Celebrity,dailymailceleb,Right,http://dailymail.co.uk/usshowbiz,dailymail.co.uk,dailymail.co.uk,,Daily Mail,https://www.dailymail.co.uk,United Kingdom
Rebecca English,re_dailymail,Right,http://www.dailymail.co.uk,dailymail.co.uk,dailymail.co.uk,London,Daily Mail,https://www.dailymail.co.uk,United Kingdom
Daily Mail Femail,femail,Right,http://dailymail.co.uk/femail,dailymail.co.uk,dailymail.co.uk,,Daily Mail,https://www.dailymail.co.uk,United Kingdom
Daily Mail U.K.,dailymailuk,Right,http://dailymail.co.uk/news,dailymail.co.uk,dailymail.co.uk,"London, UK",Daily Mail,https://www.dailymail.co.uk,United Kingdom
Daily Star,dailystar,Center-right,http://www.dailystar.co.uk,dailystar.co.uk,dailystar.co.uk,London,Daily Star UK,https://www.dailystar.co.uk,United Kingdom
Chris McKenna,cmckennasport,Center-right,http://www.dailystar.co.uk,dailystar.co.uk,dailystar.co.uk,"North West, England",Daily Star UK,https://www.dailystar.co.uk,United Kingdom
Daily Star Pictures,dstarpics,Center-right,http://www.dailystar.co.uk,dailystar.co.uk,dailystar.co.uk,UK,Daily Star UK,https://www.dailystar.co.uk,United Kingdom
Joshua Smith,joshua_smith1,Center-right,https://www.dailystar.co.uk,dailystar.co.uk,dailystar.co.uk,"Croydon, London",Daily Star UK,https://www.dailystar.co.uk,United Kingdom
Daily Star Sunday,dailystarsunday,Center-right,http://www.dailystar.co.uk,dailystar.co.uk,dailystar.co.uk,UK,Daily Star UK,https://www.dailystar.co.uk,United Kingdom
DEBKAfile News,debkafile,Right,http://www.debka.com,debka,debka,Israel,DEBKAfile,https://www.debka.com,Unknown
DEBKAfile English,debka_english,Right,http://www.debka.com/,debka,debka,"Jerusalem, Israel",DEBKAfile,https://www.debka.com,Unknown
Defiant America,americadefiant,Extreme-right,http://defiantamerica.com,defiantamerica,defiantamerica,"Missouri, USA",Defiant America,https://defiantamerica.com/,United States
The Democrats,thedemocrats,Left,http://democrats.org,democrats.org,democrats.org,"Washington, D.C.",Democratic National Committee (DNC),https://democrats.org/,United States
Grassroots DNC,grassrootsdnc,Left,https://democrats.org/,democrats.org,democrats.org,United States,Democratic National Committee (DNC),https://democrats.org/,United States
DNC Faith,dncfaith,Left,http://www.democrats.org/people/faith,democrats.org,democrats.org,U.S.A.,Democratic National Committee (DNC),https://democrats.org/,United States
Deplorable Kel,deplorablekel81,Extreme-right,http://www.deplorablekel.com,deplorablekel,deplorablekel,United States,Deplorable Kel,https://deplorablekel.com,United States
Deplorable Kel,deplorablekel2,Extreme-right,http://www.deplorablekel.com,deplorablekel,deplorablekel,,Deplorable Kel,https://deplorablekel.com,United States
Discover the Networks,leftistnetworks,Extreme-right,https://www.discoverthenetworks.org/,discoverthenetworks.org,discoverthenetworks.org,United,Discover the Networks,https://www.discoverthenetworks.org/,United States
DiscoverTheNetworks,dtnetworks,Extreme-right,http://www.discoverthenetworks.org,discoverthenetworks.org,discoverthenetworks.org,"Los Angeles, CA",Discover the Networks,https://www.discoverthenetworks.org/,United States
Dnyuz,dnyuzcom,Center-right,https://dnyuz.com/,dnyuz,dnyuz,new,DNyuz,https://dnyuz.com/,Armenia
Echo Check - the other fact checker,theotherchecker,Extreme-right,http://echocheck.org,echocheck.org,echocheck.org,,Echo Check,https://echocheck.org/,United States
Emirates 24|7,emirates247,Center-right,http://www.emirates247.com,emirates247,emirates247,"Dubai, UAE",Emirates 24/7,https://www.emirates247.com/,United Arab Emirates
Emirates 24|7 Sports,e247sports,Center-right,http://www.emirates247.com,emirates247,emirates247,Dubai,Emirates 24/7,https://www.emirates247.com/,United Arab Emirates
خديجة المرزوقي,khadeejam,Center-right,http://www.emirates247.com,emirates247,emirates247,Dubai/AbuDhabi,Emirates 24/7,https://www.emirates247.com/,United Arab Emirates
enVolve,en_volve,Extreme-right,http://www.en-volve.com,en-volve,en-volve,,En Volve,https://en-volve.com/,United States
EndTheFed.org,endthefed_org,Right,http://endthefed.org,endthefed.org,endthefed.org,,End the Fed,http://endthefed.org/,United States
Family Research Council,frcdc,Extreme-right,http://www.frc.org/twitter,frc.org,frc.org,"Washington, DC",Family Research Council,https://www.frc.org/,United States
JP Duffy,jpduffy,Extreme-right,http://frc.org,frc.org,frc.org,Washington DC,Family Research Council,https://www.frc.org/,United States
Focus on the Family,focusfamily,Extreme-right,https://www.focusonthefamily.com,focusonthefamily,focusonthefamily,"Colorado Springs, CO",Focus on the Family,https://www.focusonthefamily.com/,United States
Jim Daly,dalyfocus,Extreme-right,http://www.focusonthefamily.com,focusonthefamily,focusonthefamily,"Colorado Springs, Colo.",Focus on the Family,https://www.focusonthefamily.com/,United States
Freedom First Network,freedomfirstnet,Right,http://freedomfirstnetwork.com,freedomfirstnetwork,freedomfirstnetwork,United States,Freedom First Network,https://freedomfirstnetwork.com/,United States
Dr. Duke Pesta,dukepesta,Extreme-right,http://www.freedomproject.com,freedomproject,freedomproject,"Appleton, WI",FreedomProject Media,https://www.freedomproject.com/,United States
Katie Petrick,katiepetrickusa,Extreme-right,http://freedomproject.com,freedomproject,freedomproject,"Wisconsin, USA",FreedomProject Media,https://www.freedomproject.com/,United States
Free West Media,freewestmedia,Right,http://www.freewestmedia.com,freewestmedia,freewestmedia,,Free West Media,https://freewestmedia.com/,Sweden
FrontPage Magazine,fpmag,Extreme-right,http://frontpagemag.com,frontpagemag,frontpagemag,"Los Angeles, CA",Frontpage Magazine,https://www.frontpagemag.com/,United States
Gatestone Institute,gatestoneinst,Extreme-right,http://www.gatestoneinstitute.org,gatestoneinstitute.org,gatestoneinstitute.org,New York,Gatestone Institute,https://www.gatestoneinstitute.org/,United States
GETTR,gettrofficial,Right,https://gettr.com,gettr,gettr,,GETTR,https://gettr.com/,United States
ChapoUnleashed /Follow on Instagram/GETTR💊,chapounleashed,Right,https://www.gettr.com/user/chapounleashed,gettr,gettr,United States,GETTR,https://gettr.com/,United States
Gulf News,gulf_news,Center-right,https://gulfnews.com,gulfnews,gulfnews,United Arab Emirates,Gulf News,https://gulfnews.com/,United Arab Emirates
tabloid,gulfnewstabloid,Center-right,https://gulfnews.com/entertainment,gulfnews,gulfnews,Dubai,Gulf News,https://gulfnews.com/,United Arab Emirates
Gulf News Sport,gulfnewssport,Center-right,http://gulfnews.com/sport,gulfnews,gulfnews,United Arab Emirates,Gulf News,https://gulfnews.com/,United Arab Emirates
Gulf News Opinion,gnopinion,Center-right,http://gulfnews.com/opinions,gulfnews,gulfnews,,Gulf News,https://gulfnews.com/,United Arab Emirates
Gulf News Video,gulfnewsvideo,Center-right,https://gulfnews.com/videos,gulfnews,gulfnews,"Dubai, United Arab Emirates",Gulf News,https://gulfnews.com/,United Arab Emirates
Gulf News GN Focus,gnfocus,Center-right,http://gulfnews.com/gn-focus,gulfnews,gulfnews,"Dubai, United Arab Emirates",Gulf News,https://gulfnews.com/,United Arab Emirates
Property Weekly,gulfnewspw,Center-right,http://gulfnews.com/business/property,gulfnews,gulfnews,"Dubai, United Arab Emirates",Gulf News,https://gulfnews.com/,United Arab Emirates
Head Topics,headtopicscom,Center-left,https://headtopics.com,headtopics,headtopics,,Head Topics,https://headtopics.com/us/#,Unknown
Here Is The Evidence,hit_evidence,Right,http://hereistheevidence.com,hereistheevidence,hereistheevidence,,Here Is The Evidence,https://hereistheevidence.com/,United Kingdom
The Heartland Institute,heartlandinst,Right,http://www.heartland.org,heartland.org,heartland.org,"Arlington Heights, IL",Heartland Institute,https://www.heartland.org/,United States
Constitution Reform,usconstreform,Right,https://www.heartland.org/constitutional-reform,heartland.org,heartland.org,"Arlington Heights, IL",Heartland Institute,https://www.heartland.org/,United States
iHarare.com,iharare,Left,https://www.iharare.com,iharare,iharare,Zimbabwe,iHarare,https://iharare.com/,Zimbabwe
I Hate The Media© 🇺🇸,ihatethemedia,Extreme-right,http://ihatethemedia.com,ihatethemedia,ihatethemedia,"California, USA",I Hate the Media,https://www.ihatethemedia.com,United States
"Kip ""$.16"" Hooker",thevitaminpress,Extreme-right,http://ihatethemedia.com,ihatethemedia,ihatethemedia,,I Hate the Media,https://www.ihatethemedia.com,United States
IMOwired,imowired,Extreme-right,http://imowired.com,imowired,imowired,USA,IMOwired,http://imowired.com/,Unknown
Institute for Historical Review,historyinreview,Extreme-right,http://www.ihr.org/main/about.shtml,ihr.org,ihr.org,"Newport Beach, CA",Institute for Historical Review,http://ihr.org/,United States
IPatriot,theipatriot,Right,http://www.ipatriot.com,ipatriot,ipatriot,,iPatriot,https://ipatriot.com/,United States
Judicial Watch ⚖️,judicialwatch,Extreme-right,http://judicialwatch.org/donate/make-a-contribution-2/?utm_source=twitter&utm_medium=bio&utm_campaign=link,judicialwatch.org,judicialwatch.org,"Washington, DC",Judicial Watch,https://www.judicialwatch.org,United States
Tom Fitton,tomfitton,Extreme-right,http://www.judicialwatch.org,judicialwatch.org,judicialwatch.org,"Washington, DC",Judicial Watch,https://www.judicialwatch.org,United States
Just the Facts,justthefacts_,Right,http://www.justthefacts.org,justthefacts.org,justthefacts.org,Ireland,Just the Facts,https://www.justthefacts.org,Ireland
Just the News,justthenews,Right,http://justthenews.com,justthenews,justthenews,,Just The News,https://justthenews.com/,United States
KCNA,kcna_koreannews,Extreme-left,http://www.kcna.kp,kcna.kp,kcna.kp,Pyongyang,Korean Central News Agency,http://www.kcna.kp/,"Korea, North"
Korean Central News Agency🇰🇵,realkcna,Extreme-left,http://www.kcna.kp/kcna.user.home.retrievehomeinfolist.kcmsf;jsessionid=d4a657cc80cff10f26272828bfa2,kcna.kp,kcna.kp,"Pyongyang,North Korea",Korean Central News Agency,http://www.kcna.kp/,"Korea, North"
Left Action,leftaction,Extreme-left,http://leftaction.com,leftaction,leftaction,"Washington, DC",Left Action,http://leftaction.com/,United States
Lew Rockwell,lewrockwell,Extreme-right,http://lewrockwell.com/,lewrockwell,lewrockwell,"Auburn, Alabama",Lew Rockwell,https://www.lewrockwell.com/,United States
LRC Blog,bloglrc,Extreme-right,http://www.lewrockwell.com/blog,lewrockwell,lewrockwell,,Lew Rockwell,https://www.lewrockwell.com/,United States
Another Lew Rockwell,planetrockwell,Extreme-right,http://lewrockwell.com,lewrockwell,lewrockwell,RonPaulChannel.com,Lew Rockwell,https://www.lewrockwell.com/,United States
Liberty Hangout,libertyhangout,Extreme-right,http://libertyhangout.org,libertyhangout.org,libertyhangout.org,,Liberty Hangout,http://libertyhangout.org/,United States
Liberty Hangout at Kent,lhatkent,Extreme-right,http://libertyhangout.org,libertyhangout.org,libertyhangout.org,"Kent, OH",Liberty Hangout,http://libertyhangout.org/,United States
Liberty Hangout ➐,llbertyhangout,Extreme-right,http://libertyhangout.org,libertyhangout.org,libertyhangout.org,,Liberty Hangout,http://libertyhangout.org/,United States
Monarchy Hangout,libertyhungout,Extreme-right,http://libertyhangout.org,libertyhangout.org,libertyhangout.org,,Liberty Hangout,http://libertyhangout.org/,United States
LibertyTalk FM,lt_fm,Right,https://libertytalk.fm,libertytalk.fm,libertytalk.fm,"Indianapolis, Indiana",LibertyTalk.FM,https://libertytalk.fm/,United States
LibertyTalk.fm,libertytalkfm,Right,https://libertytalk.fm,libertytalk.fm,libertytalk.fm,"Indianapolis, IN",LibertyTalk.FM,https://libertytalk.fm/,United States
LifeSiteNews.com,lifesite,Right,http://www.lifesitenews.com,lifesitenews,lifesitenews,Canada | USA,LifeSiteNews,https://www.lifesitenews.com/,Canada
Stephen Kokx,stephenkokx,Right,https://www.lifesitenews.com/author/stephen-kokx,lifesitenews,lifesitenews,"Grand Rapids, MI",LifeSiteNews,https://www.lifesitenews.com/,Canada
Liveleak,liveleak,Center-right,http://www.liveleak.com,liveleak,itemfix,,LiveLeak,https://www.liveleak.com/,United Kingdom
LiveLeak Social,liveleaksocial,Center-right,http://www.liveleak.com,liveleak,itemfix,,LiveLeak,https://www.liveleak.com/,United Kingdom
Liveleak.txt,liveleak_txt,Center-right,http://liveleak.com,liveleak,itemfix,,LiveLeak,https://www.liveleak.com/,United Kingdom
Death,deathliveleak,Center-right,http://liveleak.com,liveleak,itemfix,,LiveLeak,https://www.liveleak.com/,United Kingdom
LWCnews,lwcnewswire,Right,http://www.louderwithcrowder.com,louderwithcrowder,louderwithcrowder,United States,Louder With Crowder,https://www.louderwithcrowder.com,United States
